left_split,right_split,left_article_id,right_article_id,similarity,overlap_type,left_label,right_label,left_sample_method,right_sample_method,left_source_path,right_source_path,left_row_number,right_row_number
active_train,active_train,293,296,0.952055,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,86,436
active_train,active_train,293,296,0.952055,near_duplicate_text,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,86,436
active_train,active_train,104,125,0.986755,near_duplicate_title,negative,negative,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,102,401
active_train,active_train,390,837,0.952,near_duplicate_title,positive,positive,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,103,150
active_train,active_train,390,837,0.952,near_duplicate_text,positive,positive,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,103,150
active_train,active_train,409,1196,0.923588,near_duplicate_title,positive,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,112,372
active_train,active_train,1452,600,0.933333,near_duplicate_title,positive,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,133,620
active_train,active_train,1718,1144,0.92459,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,152,494
active_train,active_train,1718,1144,0.971963,near_duplicate_text,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,152,494
active_train,active_train,1347,575,0.931973,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,196,635
active_train,active_train,1347,575,0.921466,near_duplicate_text,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,196,635
active_train,active_train,1807,1838,0.933775,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,248,581
active_train,active_train,1807,1838,0.922794,near_duplicate_text,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,248,581
active_train,active_train,1807,1815,0.932331,near_duplicate_text,neutral,positive,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,248,676
active_train,active_train,576,574,0.959184,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,257,329
active_train,active_train,576,574,0.95288,near_duplicate_text,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,257,329
active_train,active_train,420,661,0.94702,near_duplicate_title,positive,positive,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,270,354
active_train,active_train,1896,1895,0.959184,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,280,692
active_train,active_train,974,547,0.94,near_duplicate_title,positive,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,289,377
active_train,active_train,1499,1524,0.931596,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,296,507
active_train,active_train,1532,1783,0.932886,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,311,582
active_train,active_train,574,1342,0.931973,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,329,459
active_train,active_train,574,1342,0.921466,near_duplicate_text,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,329,459
active_train,active_train,574,575,0.931973,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,329,635
active_train,active_train,574,575,0.921466,near_duplicate_text,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,329,635
active_train,active_train,1382,652,0.931973,near_duplicate_title,neutral,neutral,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,330,513
active_train,active_train,1838,1815,0.967105,near_duplicate_title,neutral,positive,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,581,676
active_train,active_train,1838,1815,0.976378,near_duplicate_text,neutral,positive,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/train.jsonl,581,676
active_train,active_validation,891,1141,0.938511,near_duplicate_title,negative,negative,,,storage/app/sentiment_finetune/train.jsonl,storage/app/sentiment_finetune/val.jsonl,4,28
